Sentiment,SentimentText
1,สอบถามหน่อยค่ะ ส่งของไปชุมพรได้ไหมคะ งดรับพัสดุไหมคะ
1,เมนูหลัก
1,สอบถามหน่อยค่ะ ส่งของไปชุมพรได้ไหมคะ งดรับพัสดุไหมคะ
1,hello
1,Track and Trace
0,พึงพอใจมาก
0,พึงพอใจมาก
1,คุณS O M POY Follow
1,คุณS O M POY Follow
1,ติดตามสถานะพัสดุ
1,ตรวจสอบค่าพัสดุ
1,พึงพอใจมาก
1,ต้องการตรวจสอบสถานะ
1,บริการ
1,ต้องการเปลี่ยนที่อยู่ผู้รับ
1,ต้องการเปลี่ยนที่อยู่ผู้รับ
1,ตรวจสอบค่าพัสดุ
1,ติดตามสถานะพัสดุ
1,คุณᴋ ᴀ ʏ ᴀ ᴄ  ᴇ Follow
1,คุณᴋ ᴀ ʏ ᴀ ᴄ  ᴇ Follow
1,งดบริการเรียกรถเข้ารับพัสดุชั่วคราว
1,ต้องการตรวจสอบสถานะ
0,ไม่สามารถติดตามพัสดุ
1,พึงพอใจ
1,พึงพอใจ
1,รับสมัครพนักงานคััดเเยกพัสดุเปล่าครับ
1,เมนูหลัก
1,ต้องการตรวจสอบสถานะ
0,ไม่สามารถติดตามพัสดุ
1,ติดตามสถานะพัสดุ
1,บริการจากเรา
1,สวัสดีครับ
0,ผมรออาหารแมว ไม่มาส่งเลยครับ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
0,ไม่สามารถติดตามพัสดุ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
0,ไม่สามารถติดตามพัสดุ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,คุณshow additional Follow
1,คุณshow additional Follow
1,คุณJanee🐷 Follow
1,คุณJanee🐷 Follow
1,ต้องการตรวจสอบสถานะ
1,อยากทราบว่า ถ้าส่งพัสดุจากสมุทรปราการ มาลำพูนใช้เวลากี่วันคะ สถานะตอนเช็คล่าสุดคือรอจัดส่ง
1,เมนูหลัก
1,ติดตามสถานะพัสดุ
0,ไม่สามารถติดตามพัสดุ
1,คับ
0,ไม่สามารถติดตามพัสดุ
1,Track and Trace
1,งดบริการเรียกรถเข้ารับพัสดุชั่วคราว
1,ค้นหาสาขาใกล้คุณ
1,ติดตามสถานะพัสดุ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,พึงพอใจ
0,ทำไมขึ้นว่าที่อยู่ผิด ปกติส่งมาถูกนะ งง แล้วไม่มีการโทมาสอบถามตามเบอที่เขียนไว้หรอ
1,เมนูหลัก
1,คุณI ' am YuY Follow
1,คุณI ' am YuY Follow
1,ds
1,ติดตามสถานะพัสดุ
1,บริการจากเรา
1,ต้องการตรวจสอบสถานะ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
1,พึงพอใจ
0,ทำไมของถึงส่งช้าจังเลย
1,ต้องการตรวจสอบสถานะ
1,งดบริการเรียกรถเข้ารับพัสดุชั่วคราว
1,Services
1,พึงพอใจมาก
1,คุณวงค์เดือน ชำนิพันธ์ Follow
1,คุณวงค์เดือน ชำนิพันธ์ Follow
1,ติดตามสถานะพัสดุ
0,ไม่ทราบหมายเลขค่ะ
1,..
1,เมนูหลัก
1,เมนูหลัก
1,บริการจากเรา
1,โปรโมชั่น
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,ติดตามสถานะพัสดุ
1,ต้องการตรวจสอบสถานะ
1,ติดตามสถานะพัสดุ
0,ไม่สามารถติดตามพัสดุ
1,คุณChUnG bOeY🍎 Follow
1,คุณChUnG bOeY🍎 Follow
1,บริการจากเรา
1,พอดีเปลี่ยนเบอร์โทรศัพท์แล้ว แต่เผลอใส่เบอร์เก่าไปทำไงยังได้บ้างคะ
1,เมนูหลัก
1,ติดตามสถานะพัสดุ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,ติดตามสถานะพัสดุ
0,ไม่สามารถติดตามพัสดุ
1,ติดตามสถานะพัสดุ
1,บริการจากเรา
0,ไม่ได้รับสินค้า
1,พึงพอใจมาก
1,ต้องการตรวจสอบสถานะ
1,คุณ❈Mean❈💙♥️ Follow
1,คุณ❈Mean❈💙♥️ Follow
1,งดบริการเรียกรถเข้ารับพัสดุชั่วคราว
1,__NN_16aaa638.2aa0ba|👉🏻 สอบถามสถานะเพิ่มเติม||👉🏻 Ask more details
1,เมนูหลัก
1,บริการจากเรา
1,ต้องการตรวจสอบสถานะ
1,ติดตามสถานะพัสดุ
1,ต้องการตรวจสอบสถานะ
0,รับ฿200 สำหรับผู้ใช้ใหม่ใน Lazada อย่าพลาดของขวัญจากเพื่อนของคุณ! | https://s.lazada.co.th/s.4PwB7
1,คุณพชรกันต์ 246 Follow
1,คุณพชรกันต์ 246 Follow
1,คุณKruDen Follow
1,คุณKruDen Follow
1,ต้องการตรวจสอบสถานะ
1,พึงพอใจ
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
1,งดบริการเรียกรถเข้ารับพัสดุชั่วคราว
1,ต้องการตรวจสอบสถานะ
0,Drop off ใกล้ฉัน
1,เมนูหลัก
0,Drop off ใกล้ฉัน
1,ช่วยโหลดแอป Lazada เพื่อรับ ฿500 บาท! คุณเองก็มีสิทธิได้เหมือนกัน #SharepocketTH999 | https://s.lazada.co.th/s.4Pyw5
1,สาขา drop off
1,ขอเลื่อนรับพัสดุได้ไหมครัง
1,ขอเลื่อนวันรับพัสดุได้ไหมครับ
1,ขอเลื่อนรับพัสดุได้ไหมครับ
1,ขอเลื่อนการรับพัสดุครับ
0,รับ฿200 สำหรับผู้ใช้ใหม่ใน Lazada อย่าพลาดของขวัญจากเพื่อนของคุณ! | https://s.lazada.co.th/s.4Pyxn
1,ต้องการตรวจสอบสถานะ
1,งดบริการเรียกรถเข้ารับพัสดุชั่วคราว
1,ติดตามสถานะพัสดุ
1,ติดตามสถานะพัสดุ
0,ไม่พึงพอใจ
1,ต้องการตรวจสอบสถานะ
1,เรียกรถเข้ารับพัสดุ
1,ต้องการตรวจสอบสถานะ
1,จุดให้บริการ
1,ติดตามสถานะพัสดุ
1,พึงพอใจ
1,ต้องการตรวจสอบสถานะ
1,ต้องการตรวจสอบสถานะ
1,083516¹99
1,พึงพอใจ
1,ติดตามสถานะพัสดุ
1,จุดให้บริการ
1,ติดตามสถานะพัสดุ
1,ต้องการตรวจสอบสถานะ
1,คุณภิรมย์ Follow
1,คุณภิรมย์ Follow
1,__NA_@JMP_MsgOtherServiceClaim_1|ขั้นตอนการเคลมพัสดุ
1,พึงพอใจมาก
1,แจ้งเคลมพัสดุ
1,ตรวจสอบค่าพัสดุ
1,ติดตามสถานะพัสดุ
0,ไม่สามารถติดตามพัสดุ
1,ต้อวการรับของเอง วามารถติดต่อเจ้าที่ฝ่ายไหนได้คะ
1,ต้อวการรับของเอง วามารถติดต่อเจ้าที่ฝ่ายไหนได้คะ
0,ไม่สามารถติดตามพัสดุ
1,ต้องการแจ้งเคลมพัสดุ
1,ติดตามสถานะพัสดุ
1,ต้องการตรวจสอบสถานะ
